"id","created_on","updated_on","status","name","parent_id","updated_by_id","created_by_id"
"1cf7ce64-c413-490e-a261-e6effe8cbbb8","2023-04-25 13:16:11.061915+00","2023-05-03 08:17:52.692743+00",90,"Xeniidae","01d6f67c-992f-4046-bbdb-e8469b769865","edcf3bc4-1d7e-4173-88ec-65e5dd016219","edcf3bc4-1d7e-4173-88ec-65e5dd016219"
"1ddec0f1-b5f2-43dc-bb3e-8368d6059089","2024-04-03 02:41:59.480052+00","2024-04-03 02:41:59.480077+00",90,"Oxypora echinata","e450c3c2-f3ca-4b81-9b99-aa1928aee1bb",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"1e435fea-2503-473b-b246-e03b7790200a","2018-04-04 19:03:42.728733+00","2018-04-04 19:03:42.728755+00",90,"Simplastrea","ab6d461a-6004-4675-8d42-cf63f405c7eb",NULL,NULL
"1e98daa8-4101-4890-9bc8-9ca10b59125f","2023-09-20 03:04:24.060782+00","2023-09-20 03:04:24.060803+00",90,"Rhizangiidae","350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"1ead22b4-8fcc-4dfe-8e70-93809b972d0d","2023-09-20 01:40:22.712249+00","2023-11-06 13:04:58.330855+00",90,"Montipora spongiosa","4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"1f0f7abe-fbf6-4dfb-bde1-b0a65ad89716","2020-02-17 19:15:01.186538+00","2020-02-17 19:15:01.186567+00",90,"Caryophylliidae","350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c",NULL,NULL
"1f1f50ce-053d-422e-bb68-014710945279","2018-04-04 19:03:42.64873+00","2018-04-04 19:03:42.648756+00",90,"Parascolymia","e5e686e5-5f55-499c-ab8e-dc8aa79db5c4",NULL,NULL
"1f2267fb-084b-4c38-b1e4-6da2575ccdeb","2021-02-04 04:17:09.575066+00","2021-02-04 04:17:09.575108+00",90,"Iotrochota birotulata","a52a29d8-5569-48d0-bc3d-fbad447ea6d6",NULL,"356bce05-ff67-4abc-ad03-bc57fa5190a0"
"1f2875e2-2d46-48ac-9fd9-85f4edac8f89","2023-09-20 03:11:33.148707+00","2023-11-07 03:04:26.272968+00",90,"Turbinaria reniformis","588f63cd-ffd2-4c38-8684-1208109165eb",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"1f590289-ca7e-46a6-b59a-765fb7e980dd","2023-09-29 02:28:56.713186+00","2023-11-07 02:10:44.623058+00",90,"Porites branneri","2b55697f-f26e-433e-9070-f1fe9748bf7b",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"1fe26489-c30e-4e76-bbff-a3c93795334e","2021-02-04 04:36:43.258768+00","2021-02-04 04:36:43.258794+00",90,"Porolithon antillarum","f4df7abd-3d51-42fb-8cab-5102b95fad8e",NULL,"356bce05-ff67-4abc-ad03-bc57fa5190a0"
"1ff7bfc3-fcfc-4d13-a053-a7273f21e403","2024-05-22 04:45:29.253215+00","2024-05-23 23:32:45.002739+00",90,"Acropora loisetteae","050c0689-0b01-4a6c-afbf-a5d3ca39c310","efd71c80-2c99-4bad-9bfc-72554d809635","efd71c80-2c99-4bad-9bfc-72554d809635"
"20090bf4-868e-431b-974c-ab9be5bbdb5f","2018-04-04 19:03:43.85225+00","2022-08-10 12:42:00.960645+00",90,"Turf algae",NULL,NULL,NULL
"2085b131-1ed4-4b5b-9129-fb655a7659bd","2018-04-04 19:03:42.17409+00","2018-04-04 19:03:42.174114+00",90,"Fungiidae","350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c",NULL,NULL
"20ecb3cc-7dc7-40e2-a313-ae6db6e0f0b3","2024-05-23 04:39:08.618395+00","2024-05-23 23:26:38.440496+00",90,"Acropora aspera","050c0689-0b01-4a6c-afbf-a5d3ca39c310","efd71c80-2c99-4bad-9bfc-72554d809635","efd71c80-2c99-4bad-9bfc-72554d809635"
"2169cd62-09dd-4748-aea7-396a134d42e3","2023-09-20 03:01:23.094527+00","2023-11-07 02:26:49.902305+00",90,"Psammocora contigua","748cb267-f47c-4920-b5b0-39109ade448f",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"21dfbd58-e7eb-499d-acde-5a6b090eb723","2020-02-17 19:15:08.868213+00","2020-02-20 20:26:20.251838+00",90,"Aplysina fistularis","7a03b8d8-63bc-4622-bfe8-0a512c51ebbb",NULL,NULL
"223320a6-797b-4e82-8c56-be6a21bc1c18","2023-10-05 06:20:44.737914+00","2023-10-05 06:20:44.737937+00",90,"Acropora aculeus","050c0689-0b01-4a6c-afbf-a5d3ca39c310",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
"223860e9-b7b5-412c-bcab-0f16d43928fb","2018-04-04 19:03:41.687358+00","2018-08-28 17:51:32.854272+00",90,"Madracis","6580c490-3a3c-4969-b91f-18d7edd82074",NULL,NULL
"22551170-3486-4390-b21b-8981b92abc79","2023-09-29 09:54:51.157525+00","2023-09-29 09:54:51.15755+00",90,"Astrangia","741d0a47-14f6-4a80-bf2b-6f81bdf9df3b",NULL,"76966e8b-18d1-4e1c-802f-558ecd9781f3"
