CoralNetID,CoralNetName,Default short code,Functional group,Public sources using,Public annotation count,MERMAID_BA,MERMAID_GF,MermaidBaID,MermaidGfID,CoralFocus3Label
3239,Mussismilia hispida,MuHi,Hard coral,7,235,Faviidae,NA,132ae52b-0cc6-4877-93ca-becbc612ea64,NA,Faviidae
3531,Sandalolitha,SANDALTH,Hard coral,12,1,Sandalolitha,NA,14a38ea6-beab-4871-8249-a015b5423268,NA,Fungiidae
76,Sandolitha,Sando,Hard coral,37,74,Sandalolitha,NA,14a38ea6-beab-4871-8249-a015b5423268,NA,Fungiidae
1381,Erythropodium caribaeorum,ERYCAR,Other Invertebrates,10,127,Erythropodium caribaeorum,NA,15795086-4e69-4383-b5ca-765c8ef858c0,NA,Soft coral
1390,Gorgonia spp.,GORSPP,Other Invertebrates,18,5571,Gorgonia,NA,157a194a-f6f6-4b95-893e-407ff303ded4,NA,Soft coral
1297,CRED-Oulophyllia spp,*OUSP,Hard coral,11,102,Oulophyllia,NA,190d2f0d-67be-48a3-8ea0-33e66546f3f7,NA,Merulinidae
1318,CRED-Giant clam,*GC,Other Invertebrates,11,406,Tridacna giant clam,NA,1aa38424-a8ab-4c85-b463-10606426e66e,NA,Other invertebrates
1371,Porites branneri,PorBran,Hard coral,22,7,Porites branneri,NA,1f590289-ca7e-46a6-b59a-765fb7e980dd,NA,Remove
5954,Turf algae mix,TAM,Algae,6,20,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
4927,Turf_filamentous,turalg,Algae,7,472,Turf algae,NA,20090bf4-868e-431b-974c-ab9be5bbdb5f,NA,Turf algae
1336,CRED-Peyssonnelia spp,*PESP,Algae,17,77041,Peyssonnelia,NA,227f5477-c648-4a08-bec4-e69eb24c0a6c,NA,Macroalgae
2013,Lyngbya spp.,Lyn_spp,Algae,6,305,Lyngbya,NA,26c3118a-1908-44b9-91d5-5f5a1d28cbb1,NA,Cyanobacteria
3620,Tunicate (colonial),Tun_col,Other Invertebrates,8,1122,Tunicate,?,281632f0-8fe1-41fc-a854-70434ebcb341,NA,Other invertebrates
4270,Tunicates,Tunic,Other Invertebrates,9,102,Tunicate,NA,281632f0-8fe1-41fc-a854-70434ebcb341,NA,Other invertebrates
498,Diadema antillarum,Diad,Other Invertebrates,8,14,Diadema antillarum,NA,2ac051dc-67a5-4bda-892b-a137bbb15310,NA,Other invertebrates
1386,Muricea spp.,MURSPP,Other Invertebrates,19,906,Muricea,NA,2ac51dda-1e4a-4340-8fec-b7e0a19f8b59,NA,Soft coral
594,Physogyra,Phys,Hard coral,34,151,Physogyra,NA,2b1e2403-6391-4017-9044-0f00a7cb9068,NA,Hard coral
7085,Porites algal overgrowth,PorAO,Hard coral,8,8,Porites,NA,2b55697f-f26e-433e-9070-f1fe9748bf7b,NA,Remove
1973,Porites annae,Por_ann,Hard coral,6,140,Porites,NA,2b55697f-f26e-433e-9070-f1fe9748bf7b,NA,Remove
3411,Porites hawaiiensis,POHA,Hard coral,28,5,Porites,NA,2b55697f-f26e-433e-9070-f1fe9748bf7b,NA,Remove
3324,Porites solida,Por_sol,Hard coral,30,8,Porites,NA,2b55697f-f26e-433e-9070-f1fe9748bf7b,NA,Remove
144,Crown of thorns starfish,COTS,Other Invertebrates,105,27,Acanthaster planci,NA,2bdfc0fe-e0d3-4be2-970b-508ea40e1495,NA,Other invertebrates
1406,"The crown-of-thorns sea star, Acanthaster pl",MINV_ECN_C,Other Invertebrates,6,1,Acanthaster planci,NA,2bdfc0fe-e0d3-4be2-970b-508ea40e1495,NA,Other invertebrates
1164,Laurencia spp.,Limu,Algae,36,9,Laurencia,NA,2db1ed39-900e-4ca6-b34d-f681948ee1b4,NA,Macroalgae
1610,Lithophyllon,Litho,Hard coral,9,11,Lithophyllon,NA,2f4f8832-79bd-4127-8ef6-d7e3edd5c9f9,NA,Fungiidae
434,Gracilaria salicornia,GSAL,Algae,43,4730,Gracilaria salicornia,NA,2f80ff76-a999-4c8a-b0b7-6e6ca43b7881,NA,Macroalgae
3638,Branching Soft Coral,BSoC,Soft Substrate,6,4,Soft coral,Branching,30a987e9-b420-4db6-a83a-a1f7cabd14fb,cf2deca6-53b8-4096-916f-32c2c71d14bf,Soft coral
1343,CRED-Unclassified soft coral,*USC,Other Invertebrates,11,24,Soft coral,NA,30a987e9-b420-4db6-a83a-a1f7cabd14fb,NA,Soft coral
177,Other soft coral,OTH-SF,Other Invertebrates,11,187,Soft coral,NA,30a987e9-b420-4db6-a83a-a1f7cabd14fb,NA,Soft coral
109,Agariciidae,AGARICIIDA,Hard coral,7,586,Agariciidae,NA,3151a2f4-1f93-41c6-998a-3b5bcbb27717,NA,Agariciidae
3457,Hard Coral Corymbose,HcC,Hard coral,7,181,Hard coral,Corymbose,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,1dd23b35-32d7-489f-bee1-3985e17c113f,Hard coral
632,Non-Acropora submassive,NonAcSub,Hard coral,7,430,Hard coral,Submassive,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,66f2cd86-a949-414e-96ac-5ea1fb702c5c,Hard coral
3295,Hard Coral plate,HCP,Hard coral,9,329,Hard coral,Plates or tables,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,6b2aabb4-d16f-445e-933f-16341030fdba,Hard coral
243,Corals: Stony corals: Solitary / mushroom,CSO,Hard coral,8,25,Hard coral,Mushroom coral,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,7a3be72b-a96e-4434-9c42-a817fe3fc765,Hard coral
1266,CRED-Columnar hard coral,*COL,Hard coral,16,197,Hard coral,Columnar,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,cbff6080-6387-44e5-b7ad-35f35f3db3a7,Hard coral
630,Non-Acropora foliose,NonAcF,Hard coral,7,80,Hard coral,Foliose,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,e149db12-9398-4a10-8642-5db70d1a8505,Hard coral - Foliose
1398,Diseased Coral,DISCORAL,Hard coral,6,3,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
7617,Hard Coral Growth Anomaly,HCGA,Hard coral,10,2,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
3470,Hard Coral Solitary,HcSo,Hard coral,9,11,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
6605,Lace Coral,lacecoral,Hard coral,24,39,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
3806,Live Coral,LICO,Hard coral,18,12346,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
3435,Plating Coral,PLATEC,Hard coral,6,1559,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
2165,Recruit,REC,Hard coral,8,4,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
527,Unidentified Hard Coral,HCoral,Hard coral,13,57,Hard coral,NA,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,NA,Hard coral
1828,Lobactis scutaria,LobScut,Hard coral,37,15,Lobactis scutaria,NA,38f10f9e-f39d-4135-ae40-6c32f77a2242,NA,Fungiidae
1377,Solenastrea bournoni,SOLBOU,Hard coral,12,21,Solenastrea bournoni,NA,3a8d7636-166d-4841-9ddb-9c378f9b32ec,NA,Hard coral
592,Branching Gorgonian,BrGorg,Other Invertebrates,46,9176,Gorgonian,Branching,3aa2e125-3f74-4f91-94f6-fd030319f2b1,cf2deca6-53b8-4096-916f-32c2c71d14bf,Soft coral
4584,ARMS_OtherMollusk,_OMOL,Other Invertebrates,9,83,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
2482,Benthic Invertebrate,BInv,Other Invertebrates,6,77,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
347,Echinoderms: Ophiuroids,EO,Other Invertebrates,6,13,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
344,Echinoderms: Sea stars,ESS,Other Invertebrates,27,118,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
229,Molluscs,MO,Other Invertebrates,7,13,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
354,Molluscs: Chitons,MOCH,Other Invertebrates,8,1,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
1036,Vermetidae,Verme,Other Invertebrates,7,7,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
1275,CRED-Echinophyllia spp,*ECHL,Hard coral,9,323,Echinophyllia,NA,4111c390-2319-4f7a-a65c-76e9e37c8a45,NA,Remove
1379,Tubastraea coccinea,TUBCOC,Hard coral,6,7,Tubastraea coccinea,NA,428869c1-da96-4bae-8f1d-d0b81c5ee706,NA,Remove
1282,CRED-Goniopora/Alveopora spp,*GOAL,Hard coral,10,605,Scleractinia,NA,430912ef-7750-4e71-a976-6da41cfba4b3,NA,Hard coral
1736,Ircinia sp.,IRCINIA,Other Invertebrates,15,19,Ircinia,NA,43471c27-e415-4559-913f-6d3c3d50e199,NA,Other invertebrates
1334,CRED-Neomeris spp,*NEOM,Algae,13,69,Neomeris,NA,436b15f7-c235-4124-8eef-4aa2e25f2c4d,NA,Macroalgae
430,Stypopodium sp.,Styp,Algae,30,449,Stypopodium,NA,43cf8a4f-6523-4dae-8fd5-c34fa4afc8cd,NA,Macroalgae
438,Montipora capitata,MontiCap,Hard coral,71,94187,Montipora capitata,NA,4412ffc1-93ca-42f5-bb58-01c191272fc4,NA,Montipora
2182,Montipora capitata algal overgrowth,Moncap AO,Hard coral,14,11,Montipora capitata,NA,4412ffc1-93ca-42f5-bb58-01c191272fc4,NA,Montipora
89,Porites lobata,PorLob,Hard coral,35,264183,Porites lobata,NA,462970b7-3c1d-48a7-9f6f-d657b27a5bef,NA,Remove
131,Porites lobata 1,Plob,Hard coral,31,42949,Porites lobata,NA,462970b7-3c1d-48a7-9f6f-d657b27a5bef,NA,Remove
1316,CRED-Bryozoan,*BRY,Other Invertebrates,13,15,Bryozoan,NA,47347942-7abe-4a3c-882f-20e595c8a261,NA,Other invertebrates
1864,Montipora studeri,M.studeri,Hard coral,29,2,Montipora,NA,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,NA,Montipora
4494,Montipora verrucosa,MONve,Hard coral,6,5,Montipora,NA,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,NA,Montipora
978,Sabellidae,Sab,Other Invertebrates,7,8,"Worms, sabellid",NA,4b1636d1-b227-494e-b196-11cf4bfa3088,NA,Other invertebrates
1936,Heliopora coerulea,HelCoe,Other Invertebrates,7,340,Heliopora coerulea,NA,4bb12554-2294-4260-8ce2-1938c5c3736c,NA,Heliopora
1791,Liagora,LIA,Algae,86,104,Liagora,NA,4dcad109-18e3-4c91-a560-eb0bf34faccc,NA,Macroalgae
6864,Diploria spp,Diploria,Hard coral,13,53,Diploria,NA,4e17ca21-b9bd-4d32-8a44-59856b89c38f,NA,Mussidae
2142,Dysidea sp,Dys,Other Invertebrates,8,810,Dysidea,NA,4f390938-8179-4ca2-9024-9d22983bca09,NA,Other invertebrates
2541,Udotea spp.,UDOT,Algae,20,255,Udotea,NA,50062bd7-949d-45b6-9083-6d2d94c8f31e,NA,Macroalgae
607,Caulastrea,Caula,Hard coral,21,26,Caulastraea,NA,5060a1b1-f158-4424-9f79-fcd5af7e6d88,NA,Merulinidae
1797,Clionid spp.,CLIONI,Other Invertebrates,15,626,Porifera,NA,50a5d5d0-1afe-4e48-ab35-3adec6a30f0d,NA,Other invertebrates
4912,Desmapsama sp.,12345,Other Invertebrates,12,8,Porifera,NA,50a5d5d0-1afe-4e48-ab35-3adec6a30f0d,NA,Other invertebrates
817,Plakortis,PLAK,Other Invertebrates,12,3,Porifera,NA,50a5d5d0-1afe-4e48-ab35-3adec6a30f0d,NA,Other invertebrates
1852,Porifera,Prfa,Other Invertebrates,44,2030,Porifera,NA,50a5d5d0-1afe-4e48-ab35-3adec6a30f0d,NA,Other invertebrates
450,Pocillopora meandrina,PocMea,Hard coral,63,6391,Pocillopora meandrina,NA,5115c485-0237-450a-a6f8-fdcddd54eeed,NA,Pocillopora
446,Porites evermanni,PorEverm,Hard coral,45,2119,Porites evermanni,NA,5279d3f0-20df-4ac4-ac4a-ca6d21115d7d,NA,Remove
449,Pocillopora grandis (eydouxi),PocGran,Hard coral,48,837,Pocillopora grandis,NA,52c54acc-cde4-444c-8ba3-1b2c8c6ab17f,NA,Pocillopora
1784,Madracis pharensis,MadPhar,Hard coral,14,4,Madracis pharensis,NA,53c61b6c-68c0-46fe-bfae-e77e6f12d7af,NA,Madracis
1035,Psammocora stellata,PsamStell,Hard coral,34,154,Psammocora stellata,NA,577244a2-aa83-4721-ab0b-533a82f7a0c9,NA,Psammocora
1783,Madracis mirabilis,MAMI,Hard coral,17,57658,Madracis myriaster,NA,58ab3128-0e13-4d2e-884b-3d5dab1e18e1,NA,Madracis
508,Caulerpa racemosa,CauRac,Algae,20,766,Caulerpa racemosa,NA,5b81b4ba-66b6-4e87-8e2f-b9aa680207a1,NA,Macroalgae
1571,Porites lutea,PorLut,Hard coral,10,738,Porites lutea,NA,5eb2052b-9787-4148-a230-4d04580f399c,NA,Remove
2219,CREP-T3a Amansia spp,*AMSP,Algae,34,332,Amansia,NA,5f02c034-b2ae-45f0-824b-1200cb1ecadc,NA,Macroalgae
1339,CRED-Seagrass,*SG,Algae,13,119,Seagrass,NA,5f1f7956-bc21-4bfd-a409-9740e614b2ac,NA,Seagrass
197,Scolymia,SCOL,Hard coral,31,30,Scolymia,NA,602a2e9b-abad-48ac-90ec-857dd2fc194f,NA,Mussidae
196,Pectinia,PEC,Hard coral,40,69,Pectinia,NA,602dc038-8e99-4c55-85e4-f3141ddc0041,NA,Merulinidae
2458,Madracis senaria,MadSen,Hard coral,16,19,Madracis senaria,NA,60f9b62d-0cb0-47dd-9551-3929af847cb7,NA,Madracis
2476,Penicillus spp.,PENCIL,Algae,19,32,Penicillus,NA,62731214-41d2-4db6-af05-e76305a0b8ef,NA,Macroalgae
1579,Pavona decussata,PavDec,Hard coral,7,2298,Pavona decussata,NA,6766adfc-b2fa-4d38-9e7b-05886df6263f,NA,Pavona
1947,Pavona decussata_divaricata_frondifera,Pav_d_d_f,Hard coral,6,675,Pavona decussata,NA,6766adfc-b2fa-4d38-9e7b-05886df6263f,NA,Pavona
447,Porites monticulosa,PorMont,Hard coral,34,1379,Porites monticulosa,NA,67d74d0f-3b04-477a-aed7-ac090bfd745e,NA,Remove
475,Solenastrea hyades,SOL,Hard coral,9,3,Solenastrea hyades,NA,6812b181-49a2-4302-928c-cbdbc8781e88,NA,Hard coral
300,Macroalgae: Large canopy-forming : Ecklonia,ECKL,Algae,7,1840,Ecklonia,NA,6ac0a8cc-f9e3-4fc4-9b17-9385c02a3b30,NA,Macroalgae
433,Ventricaria sp.,Vent,Algae,48,58,Ventricaria,NA,6acd6333-fb98-447a-b61f-102641f84b70,NA,Macroalgae
3616,Sponge (arborescent),SP_arbor,Other Invertebrates,9,1,Sponge,Arborescent,6b9fdd82-685f-4f21-8fa3-883e06be2c30,7e71833a-fc29-4176-91cb-1df6723089ed,Other invertebrates
281,Sponges: Massive forms: Barrels,SMB,Other Invertebrates,9,89,Sponge,Massive,6b9fdd82-685f-4f21-8fa3-883e06be2c30,888609b5-b58a-4d57-addc-a6935bba284b,Other invertebrates
1601,"Sponges: Branching, Rope Forms",SINV_SPO_E,Other Invertebrates,13,35,Sponge,Branching,6b9fdd82-685f-4f21-8fa3-883e06be2c30,cf2deca6-53b8-4096-916f-32c2c71d14bf,Other invertebrates
1191,Rope sponge,ROSP,Other Invertebrates,6,392,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
1061,"Sponge, unidentified",SPUN,Other Invertebrates,10,57,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
2089,Sponge: Cliona,SINV_SPO_C,Other Invertebrates,7,118,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
287,Sponges: Erect forms,SE,Other Invertebrates,11,259,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
3726,Sponges: Terpios,SINV_SPO_T,Other Invertebrates,7,128,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
1456,Sponges: Vase,SINV_SPO_V,Other Invertebrates,11,39,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
1798,Tube or Rod Sponge,SPTU,Other Invertebrates,12,468,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
795,Vase sponge,SPvase,Other Invertebrates,8,12,Sponge,NA,6b9fdd82-685f-4f21-8fa3-883e06be2c30,NA,Other invertebrates
3500,CRED-Phymastrea spp,*PHSP,Hard coral,6,371,Favites,NA,6d63693c-592d-4da5-88d8-7125832cbd76,NA,Remove
1897,ARMS-CREP-Bivalve,_BI,Other Invertebrates,15,5504,Bivalvia,NA,6e481be3-7c13-49a3-9928-6f17259f3047,NA,Other invertebrates
1829,Bivalve,Bivalve,Other Invertebrates,25,741,Bivalvia,NA,6e481be3-7c13-49a3-9928-6f17259f3047,NA,Other invertebrates
1315,CRED-Bivalve,*BI,Other Invertebrates,15,30,Bivalvia,NA,6e481be3-7c13-49a3-9928-6f17259f3047,NA,Other invertebrates
355,Molluscs: Bivalves,MOBI,Other Invertebrates,14,149986,Bivalvia,NA,6e481be3-7c13-49a3-9928-6f17259f3047,NA,Other invertebrates
1383,Pseudoplexaura spp.,PSESPP,Other Invertebrates,22,10198,Pseudoplexaura,NA,6e773788-5b88-4187-9816-726d9bc673f1,NA,Soft coral
3954,Holothuroidea,HOL,Other Invertebrates,12,2,Sea cucumber,NA,702a838d-aebd-4547-bc07-e161c3262cbc,NA,Other invertebrates
465,Dictyopteris,Dictyopter,Algae,43,1515,Dictyopteris,NA,71533bf1-eb8f-4dc9-83db-46728490c81c,NA,Macroalgae
439,Montipora flabellata,MontiFlab,Hard coral,51,1050,Montipora flabellata,NA,750783b4-ef24-4ea5-b508-d77d20933eb2,NA,Montipora
1662,Corallina officinalis (substratum),COS,Algae,9,6242,Corallina officinalis,NA,7536f710-d996-488c-a7b5-e87a71b78487,NA,Macroalgae
425,Cladophora sp.,Cldph,Algae,36,2740,Cladophora,NA,75fff2dd-2361-4112-adec-c9a39fd5c390,NA,Macroalgae
2962,Agaricia spp.,AG,Hard coral,9,311,Agaricia,NA,79a84274-88f2-4135-90dd-8c1a501f87d5,NA,Agaricia
2964,Aplysina spp.,AP sp,Other Invertebrates,16,479,Aplysina,NA,7a03b8d8-63bc-4622-bfe8-0a512c51ebbb,NA,Other invertebrates
1387,Muriceopsis spp.,MURISPP,Other Invertebrates,16,189,Pterogorgiidae,NA,7a4323fc-2e79-4511-82d5-9268fd34ce01,NA,Soft coral
4242,Exposed Rock,ERK,Other,6,56,Rock,NA,7b351732-5ec1-43c5-b668-15ed24e33aed,NA,Bare substrate
1329,CRED-Dictyopteris/Dictyota spp,*DICO,Algae,16,1380,Dictyotaceae,NA,7c7704b1-7823-4f09-b048-a6e87e3d05a6,NA,Macroalgae
1034,Leptastrea purpurea,LPurp,Hard coral,51,695,Leptastrea purpurea,NA,7cc759a3-9d4c-45dc-9e86-73c09ead5e15,NA,Leptastrea
1342,CRED-Octocoral,*OCTO,Other Invertebrates,44,19615,Octocorallia,NA,7ce46715-080a-465e-94c1-17a51bcd49f0,NA,Soft coral
104,Octocorallia,Octocoral,Other Invertebrates,14,9371,Octocorallia,NA,7ce46715-080a-465e-94c1-17a51bcd49f0,NA,Soft coral
1385,Plexaurella spp.,PLEXSPP,Other Invertebrates,23,122,Octocorallia,NA,7ce46715-080a-465e-94c1-17a51bcd49f0,NA,Soft coral
2456,Stylaster roseus,Fire Sros,Hard coral,21,4,Stylaster,NA,7d649b73-ccd6-4254-8a42-d2b24d25ac5e,NA,Hard coral
4535,Stylaster Sp.,Stylas,Other Invertebrates,33,62,Stylaster,NA,7d649b73-ccd6-4254-8a42-d2b24d25ac5e,NA,Hard coral
3453,Obscured,obscured,Other,6,2055,Obscured,NA,7e426637-0aac-4945-913d-6ab23cdcd8c2,NA,Remove
382,Eusmilia fastigiata,EFAS,Hard coral,32,370,Eusmilia fastigiata,NA,83020a4c-fda8-45aa-9ec5-e886c5b18f3e,NA,Remove
424,Chrysocystis fragilis,CyFa,Algae,8,571,Chrysocystis fragilis,NA,8446e66d-dc91-4856-a8f9-0f4535536b6e,NA,Macroalgae
3059,Niphates sp,Niph,Other Invertebrates,13,54,Niphates,NA,84bc2ed1-9309-4b83-b275-f6a55ffc3e47,NA,Other invertebrates
178,Sea fans/plumes,GORG,Other Invertebrates,10,155,Alcyonacea,NA,8646db92-aded-460d-978d-0248a0ea75b2,NA,Soft coral
1384,Eunicea spp.,EUNSPP,Other Invertebrates,24,3792,Eunicea,NA,887651ec-32f6-4a25-81a2-d991a04dc130,NA,Soft coral
2386,Acropora muricata,AcrMur,Hard coral,6,4016,Acropora muricata,NA,896ba964-bddd-491d-bfb5-43f417431e4a,NA,Acropora
1870,Gardineroseris planulata,GaPlan,Hard coral,8,2,Gardineroseris planulata,NA,8a0b970f-88be-40a1-9461-ed3b80ab3c99,NA,Agariciidae
1277,CRED-Euphyllia spp,*EUSP,Hard coral,9,12,Euphyllia,NA,8b706c7f-fcf7-4d03-b271-58a06d77fbb4,NA,Hard coral
6270,Acropora cytheria,cytheria,Hard coral,6,2,Acropora cytherea,NA,8beb9413-6421-4448-9657-07a426c2835e,NA,Acropora
1288,CRED-Leptoseris spp,*LESP,Hard coral,15,281,Leptoseris,NA,8da49adb-eb3c-4486-a538-42114813b58e,NA,Agariciidae
1382,Plexaura spp.,PLESPP,Other Invertebrates,23,28317,Plexaura,NA,8e192db3-cec7-4b84-a4b0-1ed01bb1f62d,NA,Soft coral
436,Hypnea musciformis,HMUS,Algae,32,1160,Hypnea musciformis,NA,95c49cf9-c721-4e62-8882-11870dc46706,NA,Macroalgae
1789,Scolymia lacera,SCOLA,Hard coral,17,3,Scolymia lacera,NA,970e6f49-9a1a-46e3-bb8d-95c607f6bfdd,NA,Mussidae
1800,Trididemnum spp.,TRIDI,Other Invertebrates,17,91,Ascidian,NA,98872a8a-e688-4e8e-994e-777ddad439de,NA,Other invertebrates
1793,Millepora squarrosa,MIS,Other Invertebrates,19,3,Millepora squarrosa,NA,9a23a972-cefa-4827-9636-41f8e5a73b77,NA,Millepora
440,Montipora patula,MontiPat,Hard coral,53,15246,Montipora patula,NA,9f06b993-7708-43f1-9886-41323155091b,NA,Montipora
1792,Wrangelia,WRA,Algae,8,18,Wrangelia,NA,9f424659-9e93-43f0-a83b-14eb41c9d253,NA,Macroalgae
4240,Wrangelia penicillata,Wrangel pe,Algae,12,89,Wrangelia,NA,9f424659-9e93-43f0-a83b-14eb41c9d253,NA,Macroalgae
432,Avrainvillea,Avrainvil,Algae,40,1017,Avrainvillea,NA,a19c1549-baa0-4bd6-b345-7a30b3383b7c,NA,Macroalgae
1326,CRED-Avrainvillea spp,*AVSP,Algae,13,155,Avrainvillea,NA,a19c1549-baa0-4bd6-b345-7a30b3383b7c,NA,Macroalgae
1799,Hydrozoa,HZ,Other Invertebrates,46,400,Hydrozoa,NA,a2070213-37e4-4c7e-a389-e04e96d806d6,NA,Other invertebrates
624,Halomitra,Hal,Hard coral,49,77,Halomitra,NA,a4563b4f-d70c-461e-aa92-9c92beb89294,NA,Fungiidae
1918,Caulerpa serrulata,Cau_ser,Algae,16,6,Caulerpa,NA,a769ae7f-afb0-4d84-a915-b7ac7079b771,NA,Macroalgae
1962,Goniastrea stelligera,GonStell,Hard coral,8,493,Goniastrea stelligera,NA,a82b807a-e5f5-481a-9b9d-a6c9663f9bcf,NA,Goniastrea
2048,Podabacia,Podbac,Hard coral,16,11,Podabacia,NA,a89f2635-41fe-4d2f-ae67-880a5707340e,NA,Fungiidae
2418,Holothuria,Holo,Other Invertebrates,13,308,Holothuria,NA,a937983e-4467-4ac2-9992-0b731d3a6bef,NA,Other invertebrates
442,Pavona varians,PavVar,Hard coral,55,969,Pavona varians,NA,aa9d685f-4d61-425d-af04-71f060eef923,NA,Pavona
1806,Recently killed coral,RKC,Hard coral,13,62,Dead coral,NA,abde283f-5dd4-4a67-bc0b-e7403ad9c517,NA,Bare substrate
1557,Leptastrea transversa,LeTran,Hard coral,30,96,Leptastrea transversa,NA,ac1ef5e0-e022-4b76-a4be-230db922fac9,NA,Leptastrea
1796,Chondrilla spp.,CHON,Other Invertebrates,16,782,Chondrilla,NA,ae613484-5d00-4b6e-a300-617bda6f3a97,NA,Other invertebrates
1946,Pavona cactus,PavCac,Hard coral,6,1,Pavona cactus,NA,af36139c-44a5-4517-83ef-2279a787fb16,NA,Pavona
1963,Hydnophora microconos,Hyd_mic,Hard coral,7,61,Hydnophora,NA,af6c43fd-0f41-4103-8ad5-8d1191bd4c9f,NA,Merulinidae
6614,Mastophora,mastophora,Algae,15,14,Corallinaceae,NA,b10513e5-e5c9-47ab-bef0-2c42b4b9d8b4,NA,Macroalgae
5359,Mastophora_articulated_calcareous,masarc,Algae,7,18,Corallinaceae,NA,b10513e5-e5c9-47ab-bef0-2c42b4b9d8b4,NA,Macroalgae
3385,Kelp,KELPA,Algae,11,2305,Phaeophyceae,NA,b1b917a4-df2c-4394-8aa1-e9b480b77cc4,NA,Macroalgae
3087,Ralfsia expansa,Rae,Algae,7,10,Phaeophyceae,NA,b1b917a4-df2c-4394-8aa1-e9b480b77cc4,NA,Macroalgae
3742,Rosenvingea sp.,RSVG,Algae,6,12,Phaeophyceae,NA,b1b917a4-df2c-4394-8aa1-e9b480b77cc4,NA,Macroalgae
443,Porites brighami,PorBrig,Hard coral,34,29,Porites brighami,NA,b345a2cc-aa56-4752-97e9-b789afb8a4ea,NA,Remove
2147,Soft Bleached,SINV_BLC,Other Invertebrates,7,88,Bleached soft coral,NA,b3648d32-d1fd-4ebe-a4e7-20c34c079d98,NA,Soft coral
448,Pocillopora damicornis,PocDam,Hard coral,70,14753,Pocillopora damicornis,NA,b401b526-6d2f-4f6a-8cc1-10051e0623ff,NA,Pocillopora
512,Colpomenia sinuosa,ColSin,Algae,12,15,Colpomenia,NA,b48e2e20-61af-435f-9a94-b8ebce9068a3,NA,Macroalgae
1389,Pterogorgia,Pterogorg,Other Invertebrates,24,3699,Pterogorgia,NA,b5f4b46c-a779-4786-889b-f1987217ae5b,NA,Soft coral
1766,Agaricia tenuifolia,AgTen,Hard coral,20,1932,Agaricia tenuifolia,NA,b6bdb216-19dd-47b7-bbd2-4234f9787316,NA,Agaricia
1906,ARMS-CREP-Unclassified/Unknown,_UNK,Other,14,454,Unknown,NA,b72e02c1-eab3-4781-9eb4-d191bb84e5c7,NA,Remove
6611,Brown Chrysophyte,chrys_brn,Other,8,2,Unknown,NA,b72e02c1-eab3-4781-9eb4-d191bb84e5c7,NA,Remove
7007,Hannia,hannia,Other,12,1,Unknown,NA,b72e02c1-eab3-4781-9eb4-d191bb84e5c7,NA,Remove
4719,Verrucaria,Verrucaria,Other,6,1969,Unknown,NA,b72e02c1-eab3-4781-9eb4-d191bb84e5c7,NA,Remove
