ba_id,ba_name,lh_name,lh_id
462970b7-3c1d-48a7-9f6f-d657b27a5bef,Porites lobata,stress-tolerant,79372230-f6d7-4a1c-b0af-2a4106a1d86f
462970b7-3c1d-48a7-9f6f-d657b27a5bef,Porites lobata,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
5eb2052b-9787-4148-a230-4d04580f399c,Porites lutea,stress-tolerant,79372230-f6d7-4a1c-b0af-2a4106a1d86f
5eb2052b-9787-4148-a230-4d04580f399c,Porites lutea,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
67d74d0f-3b04-477a-aed7-ac090bfd745e,Porites monticulosa,stress-tolerant,79372230-f6d7-4a1c-b0af-2a4106a1d86f
67d74d0f-3b04-477a-aed7-ac090bfd745e,Porites monticulosa,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
85bbb676-49e3-4621-8296-35c6fc2ec9fe,Porites nodifera,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
39aa8616-e9ed-4fda-809a-5f9befc6efc2,Porites porites,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
7d41bcd1-d9dd-4b8f-85ab-cd410ae0e1ef,Porites rus,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
0df2f2ac-d8b5-41fe-bf1f-7cd2c30a1a2e,Porites superfusa,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
cec2b2df-ba65-4634-b371-75ad63428f26,Poritidae,stress-tolerant,79372230-f6d7-4a1c-b0af-2a4106a1d86f
cec2b2df-ba65-4634-b371-75ad63428f26,Poritidae,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
748cb267-f47c-4920-b5b0-39109ade448f,Psammocora,generalist,19659766-1d38-4b01-adb4-5f95eeb6e421
748cb267-f47c-4920-b5b0-39109ade448f,Psammocora,stress-tolerant,79372230-f6d7-4a1c-b0af-2a4106a1d86f
748cb267-f47c-4920-b5b0-39109ade448f,Psammocora,weedy,404afe62-2ab8-4bd0-9156-43b7ced8bbf1
2c9bc345-d7ad-4a51-ac0e-9d9508a5cf17,Psammocora columna,stress-tolerant,79372230-f6d7-4a1c-b0af-2a4106a1d86f
2169cd62-09dd-4748-aea7-396a134d42e3,Psammocora contigua,generalist,19659766-1d38-4b01-adb4-5f95eeb6e421
